id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3904940200,20140620.0,660000,4,3.25,3030,9273,2,0,0,5,8,3030,0,1988,0,98029,47.5747,-122.014,2360,7632
2641800060,20150427.0,239000,3,1,940,8571,1,0,0,3,6,940,0,1950,0,98146,47.5006,-122.336,1100,8573
2781270550,20140916.0,219000,2,2,1310,2550,2,0,0,3,6,1310,0,2004,0,98038,47.3496,-122.022,1310,2550
3905100520,20141029.0,510000,3,2.5,1860,3658,2,0,0,3,8,1860,0,1994,0,98029,47.5703,-122.004,1840,3739
3901100055,20141222.0,350000,3,1.75,1010,8580,1,0,0,3,7,1010,0,1961,0,98033,47.6703,-122.174,1500,8580
6064800710,20141002.0,315000,3,2.5,1570,2865,2,0,0,3,7,1570,0,2003,0,98118,47.5412,-122.288,1610,2582
1117200390,20140507.0,1.15e+006,4,4,4460,103382,2,0,0,3,11,4460,0,2001,0,98053,47.634,-121.997,3470,88519
7893800335,20150430.0,328000,4,3.25,3380,7500,2,0,3,3,7,2420,960,1990,0,98198,47.4092,-122.33,1920,7500
7625700935,20140605.0,875000,3,3.5,3250,6000,2,0,0,3,10,2500,750,2001,0,98136,47.5533,-122.391,1650,6000
7856610200,20140523.0,902000,4,2.25,2530,9200,1,0,0,5,9,1570,960,1976,0,98006,47.5612,-122.152,3030,9400
9558020890,20150324.0,334950,3,2.5,1620,2930,2,0,0,3,8,1620,0,2002,0,98058,47.4491,-122.12,1900,2943
0236400260,20141215.0,220000,4,1,1440,8250,1,0,0,3,7,1440,0,1959,0,98188,47.4325,-122.291,1440,8466
0194000505,20140904.0,651000,3,2,1940,6440,1,0,2,5,7,970,970,1940,0,98116,47.5664,-122.389,1730,4640
3885804305,20140911.0,949000,4,1.75,2490,7834,1,0,3,4,8,1240,1250,1958,0,98033,47.6851,-122.209,3210,7834
2215450060,20141223.0,302495,3,2.5,2200,7201,2,0,0,3,8,2200,0,1994,0,98030,47.3821,-122.207,2250,7240
2473480560,20140904.0,350000,3,2.25,2470,10290,2,0,0,3,8,2230,240,1984,0,98058,47.4459,-122.124,1970,10150
9393700140,20150310.0,420000,3,1,1150,5120,1,0,0,4,6,800,350,1946,0,98116,47.5588,-122.392,1220,5120
4337000160,20150127.0,110000,2,1,830,7590,1,0,0,2,6,830,0,1943,0,98166,47.4784,-122.335,980,7590
9126100550,20140513.0,625000,3,3.5,1810,1846,2,0,0,4,8,1440,370,2009,0,98122,47.607,-122.305,1480,3600
8961990160,20150413.0,567500,3,2.5,2080,4556,2,0,0,3,8,2080,0,1999,0,98074,47.6036,-122.014,1530,5606
6300000335,20150429.0,729953,5,3,3230,5167,1.5,0,0,4,8,2000,1230,1909,0,98133,47.7053,-122.34,1509,1626
3905000340,20140724.0,672000,4,2.5,2440,10049,2,0,0,4,9,2440,0,1989,0,98029,47.5744,-121.993,2820,8484
1453600202,20140520.0,520000,4,3.5,2680,10000,2,0,0,3,8,2040,640,1942,2014,98125,47.726,-122.296,1530,8000
3342700465,20150123.0,250000,3,1.5,2840,10182,1,0,0,3,8,1510,1330,1951,0,98056,47.524,-122.2,2210,9669
9122001231,20150403.0,585444,6,3.75,2740,6924,1,0,2,3,7,1640,1100,1962,0,98144,47.5816,-122.296,1940,6000
6664900260,20150219.0,241000,3,2,1650,6000,1,0,0,3,7,1650,0,1990,0,98023,47.2904,-122.353,1870,6000
0952000055,20150206.0,530000,3,1,1500,5750,1.5,0,0,4,7,1050,450,1927,0,98126,47.5677,-122.376,1500,5060
9413600350,20140829.0,907000,3,1.75,2170,12220,1,0,0,5,8,2170,0,1965,0,98033,47.6537,-122.195,1980,9000
0339350070,20150318.0,566000,3,2.5,2090,6294,2,0,0,3,9,2090,0,2004,0,98052,47.686,-122.095,2520,5735
1559900200,20150326.0,382000,3,2.25,1800,4500,2,0,0,3,7,1800,0,1995,0,98019,47.7462,-121.98,1760,6589
0546000400,20150422.0,515000,5,2.5,1690,2402,1.5,0,0,3,7,990,700,1930,0,98117,47.6903,-122.38,1200,4005
3275860270,20141022.0,755000,3,2.25,3020,13031,2,0,0,3,9,3020,0,1989,0,98052,47.6897,-122.098,2480,10204
3630120700,20150107.0,765000,3,3.25,3190,5283,2,0,0,3,9,3190,0,2007,0,98029,47.5534,-122.002,2950,5198
3034200058,20140529.0,400000,4,1.5,1390,7200,1,0,0,3,7,1140,250,1965,0,98133,47.7224,-122.332,1630,7702
1703050520,20150414.0,652100,3,2.5,2380,5017,2,0,0,3,9,2380,0,2003,0,98074,47.6297,-122.021,2670,6066
2412600030,20140623.0,235000,6,3,2180,7956,2,0,0,3,7,2180,0,1980,0,98003,47.3054,-122.305,2214,7684
5266300140,20150408.0,701000,4,1.5,1840,10080,2,0,0,3,8,1840,0,1907,0,98118,47.5575,-122.279,1830,5040
8562900710,20140711.0,483000,3,3,2440,15540,2,0,0,3,9,2440,0,1992,0,98074,47.6104,-122.06,2440,15283
8888000055,20141230.0,530000,3,0.75,920,20412,1,1,2,5,6,920,0,1950,0,98070,47.4781,-122.49,1162,54705
6362900172,20140923.0,499950,3,3.5,1820,1991,2,0,0,3,8,1430,390,2014,0,98144,47.596,-122.298,1550,1460
4395600060,20140630.0,935000,2,2.5,1780,2067,2,0,0,5,9,1780,0,1974,0,98004,47.6132,-122.21,2320,2067
4444800045,20150420.0,657500,4,1.75,1620,7560,1,0,3,4,7,1380,240,1947,0,98117,47.6981,-122.4,2170,8650
5363200200,20150402.0,932800,5,3.25,2980,7095,2.5,0,0,3,9,2980,0,1998,2007,98115,47.6919,-122.294,1670,7140
1769600204,20150225.0,350000,3,1.75,1830,9425,1,0,0,3,8,1590,240,1946,0,98146,47.5038,-122.379,1670,8430
1176001195,20140621.0,375000,2,1,1230,1820,2,0,0,4,7,830,400,1948,0,98107,47.6684,-122.401,1660,3056
1545804460,20150401.0,294000,3,1.75,1530,9362,1,0,0,3,7,1530,0,1987,0,98038,47.3643,-122.049,1480,8125
9510970310,20140612.0,789500,4,2.5,3010,6100,2,0,0,3,9,3010,0,2005,0,98052,47.6647,-122.08,2890,5176
1529300435,20141120.0,440000,3,1,1610,5500,1.5,0,0,3,7,1610,0,1903,1973,98103,47.698,-122.351,1200,5701
3959400135,20140602.0,380000,2,1,1210,4800,1,0,0,3,8,1060,150,1950,0,98108,47.5625,-122.316,1380,4800
1250203335,20140527.0,1.05e+006,4,2.5,2920,7200,1,0,3,3,8,1470,1450,1921,2006,98144,47.5947,-122.288,3210,6825
3333002440,20140604.0,327500,3,1,1070,7140,1,0,0,3,7,1070,0,1989,0,98118,47.5427,-122.288,1390,2374
0194000575,20141014.0,455000,4,1,1340,5800,1.5,0,2,3,7,1340,0,1914,0,98116,47.5658,-122.389,1900,5800
1531000140,20140701.0,650000,4,2.5,3350,46748,2,0,0,3,10,3350,0,2004,0,98010,47.3432,-122.025,3350,39683
4137010240,20140716.0,336000,3,2.25,2820,11625,2,0,0,3,8,2820,0,1986,0,98092,47.2621,-122.218,2290,8488
0324000350,20150415.0,667500,4,3,1920,4000,1.5,0,0,4,8,1540,380,1931,0,98116,47.5718,-122.385,1660,4000
7454000295,20150130.0,245000,2,1,710,6322,1,0,0,3,6,710,0,1942,0,98126,47.5165,-122.376,740,6720
6838000520,20150220.0,440000,2,1.75,1330,4903,1,0,0,3,7,1330,0,1985,0,98052,47.6819,-122.161,1470,2735
1773100510,20140915.0,396000,3,1.75,2340,5668,1,0,0,4,6,1200,1140,1941,0,98106,47.5588,-122.364,860,4800
8835200800,20150408.0,281000,2,1,930,2600,1,0,0,3,7,930,0,1981,0,98034,47.7242,-122.161,1370,3488
6159400060,20140805.0,365000,3,1.5,1640,8301,1,0,0,3,7,1290,350,1958,0,98155,47.7443,-122.327,1640,8955
5535600520,20141208.0,550000,4,2.5,2850,6809,2,0,0,3,9,2850,0,2003,0,98019,47.7353,-121.973,2820,7500
2115200160,20140605.0,445000,4,2.5,2340,3784,2,0,0,3,8,2340,0,2008,0,98106,47.535,-122.348,1730,4000
3856904740,20141021.0,490000,2,1,950,3060,1,0,0,3,6,810,140,1925,0,98105,47.6698,-122.323,1510,3780
0254000445,20150129.0,480000,6,3.75,2940,5054,2,0,0,3,7,2940,0,1942,2003,98146,47.5122,-122.385,1530,5320
1180002378,20140926.0,299000,4,2.5,1950,3000,2,0,0,3,7,1950,0,2002,0,98178,47.4977,-122.226,1170,6000
8911000030,20141210.0,355000,3,1,1240,5400,1,0,0,4,7,1060,180,1940,0,98133,47.7115,-122.355,1429,5400
2264500890,20140508.0,712000,3,1,1250,4620,1.5,0,0,4,7,1150,100,1900,0,98103,47.651,-122.341,1900,4400
7211400990,20150303.0,256000,2,1,860,5000,1,0,0,3,6,860,0,1915,1945,98146,47.5133,-122.356,1220,5000
6819100310,20150414.0,950000,4,3,2420,4800,1.5,0,0,3,7,1520,900,1919,0,98119,47.6453,-122.358,1090,3800
1705400055,20140719.0,519000,4,1,1640,6305,1.5,0,0,5,6,1640,0,1907,0,98118,47.5563,-122.28,1590,4816
0225069017,20140714.0,850000,4,3,2720,183823,2,0,0,3,8,2720,0,1975,2007,98053,47.6749,-122.002,2140,173804
0808300550,20150505.0,453250,4,2.5,2260,6300,2,0,0,3,7,2260,0,2001,0,98019,47.7235,-121.958,2300,6300
9322800260,20140912.0,550000,4,1.75,2030,5688,2,0,4,4,9,1730,300,1939,0,98146,47.5071,-122.387,2320,11107
5306100240,20140918.0,339950,3,2,1340,10200,1.5,0,0,3,7,1340,0,1953,0,98133,47.7756,-122.351,1420,10200
3972900160,20150403.0,190000,4,2,1580,6250,1,0,0,3,7,860,720,1977,0,98155,47.7659,-122.31,1580,6250
9188200570,20140902.0,333800,5,3,1980,3868,1,0,0,3,7,1220,760,1990,0,98118,47.5173,-122.275,1970,3868
6114400136,20140714.0,608250,4,2.75,3030,21780,2,0,0,3,8,3030,0,1986,0,98166,47.4481,-122.338,3020,28027
4222000320,20150422.0,240000,3,1,1260,7920,1,0,0,3,7,1260,0,1966,0,98003,47.3452,-122.308,1300,7920
7856560320,20150317.0,962000,4,2.25,3320,20100,1,0,0,4,8,1810,1510,1981,0,98006,47.5566,-122.153,2450,9821
8562890370,20150414.0,399950,4,2.5,3110,5868,2,0,0,3,8,3110,0,2001,0,98042,47.3781,-122.126,2950,5924
3915500045,20141114.0,180000,3,1,1010,8581,1,0,0,4,6,1010,0,1920,0,98002,47.3043,-122.216,1060,10354
2207500695,20150304.0,1.015e+006,4,2.5,2960,4760,2,0,0,3,8,2160,800,1900,0,98102,47.6367,-122.318,1600,4760
0629600030,20140714.0,630000,4,2.5,2510,35020,1,0,0,4,8,1610,900,1977,0,98075,47.5834,-122.003,2080,34398
5315100806,20140915.0,940000,4,3,2720,11740,1,0,0,5,9,2720,0,1957,0,98040,47.5833,-122.242,2640,11740
7789900030,20140725.0,319990,4,1.5,1890,10707,1,0,0,3,7,1890,0,1962,0,98148,47.428,-122.326,1610,8827
2239800070,20140627.0,417000,4,2.25,2300,7700,1,0,0,3,7,1380,920,1959,0,98125,47.7137,-122.322,2010,8820
7519000570,20141110.0,545000,4,1.5,1370,3708,1.5,0,0,3,7,1370,0,1926,0,98117,47.6849,-122.363,2030,3708
9818700320,20141007.0,491000,3,2,2005,7000,1,0,0,3,7,1605,400,1980,0,98122,47.6039,-122.298,1750,4500
9551202025,20140625.0,800000,2,1,1740,5719,1,0,0,3,8,1740,0,1955,0,98103,47.6729,-122.335,1980,5000
7100000135,20140520.0,330000,2,1,860,8308,1,0,0,4,7,860,0,1948,0,98146,47.5075,-122.377,1310,8308
1224059053,20141027.0,1.7e+006,5,2,2500,15250,2,1,4,5,8,2500,0,1942,0,98008,47.5883,-122.111,1880,18782
2124069078,20141211.0,525000,2,1.5,1480,43645,1,0,0,3,8,1480,0,1974,2006,98027,47.5484,-122.045,1600,34326
5728000060,20140801.0,605000,3,1.75,1850,8823,1,0,0,4,8,1370,480,1973,0,98008,47.6379,-122.112,1880,7580
2880100160,20141119.0,1.01e+006,4,3.5,3350,3752,2,0,0,3,9,2550,800,2007,0,98117,47.6782,-122.365,1050,4960
5422420140,20140611.0,280000,3,2.5,1860,6607,2,0,0,3,7,1860,0,1989,0,98023,47.2891,-122.351,1760,6766
